Person_ID,Mind_State,Timestamp,Delta,Theta,Low_Alpha,High_Alpha,Low_Beta,High_Beta,Low_Gamma,Mid_Gamma
4,sudoku,2026-04-03 11:18:04,675956,84493,36342,16275,16523,14008,4104,2757
4,sudoku,2026-04-03 11:18:05,79806,21723,550,4924,1620,3105,1595,1056
4,sudoku,2026-04-03 11:18:06,1337811,185471,35785,56504,14783,14757,9706,4321
4,sudoku,2026-04-03 11:18:11,877035,264147,10972,23996,8324,7190,5524,2817
4,sudoku,2026-04-03 11:18:12,856138,90434,143221,9279,10156,15391,5906,1167
4,sudoku,2026-04-03 11:18:13,1008057,102457,25247,32558,10097,11297,3373,4225
4,sudoku,2026-04-03 11:18:14,1135132,313881,29993,8881,13530,8665,6868,3616
4,sudoku,2026-04-03 11:18:15,166065,31740,4037,25753,13818,9286,2964,2841
4,sudoku,2026-04-03 11:18:16,1715491,23049,7055,13259,10319,11331,5278,2712
4,sudoku,2026-04-03 11:18:17,754231,265884,10581,7331,29190,7041,7328,3400
4,sudoku,2026-04-03 11:18:18,2172241,61461,3650,11443,10782,8412,7132,4077
4,sudoku,2026-04-03 11:18:18,98106,37809,8932,6302,4160,4109,1126,705
4,sudoku,2026-04-03 11:18:19,411295,40915,33370,11070,9566,6100,5002,709
4,sudoku,2026-04-03 11:18:20,1229965,352639,23687,51496,148148,12809,24413,10295
4,sudoku,2026-04-03 11:18:21,1308184,265563,54294,87567,45721,33023,26069,9788
4,sudoku,2026-04-03 11:18:22,1403442,60958,3235,9051,15713,8361,3831,3624
4,sudoku,2026-04-03 11:18:23,590850,93648,22810,26124,9890,7891,10226,2586
4,sudoku,2026-04-03 11:18:24,1081954,228426,14893,6533,11857,8348,8828,3536
4,sudoku,2026-04-03 11:18:25,1032621,127845,33183,3977,4048,9536,5059,1868
4,sudoku,2026-04-03 11:18:26,1248222,247191,226493,42549,51867,36029,10230,9302
4,sudoku,2026-04-03 11:18:27,1013983,881224,6400,61408,12477,34139,25877,8958
4,sudoku,2026-04-03 11:18:28,1098484,151803,68592,19149,6316,5419,8147,2323
4,sudoku,2026-04-03 11:18:29,589840,92177,8460,4989,6504,8074,4501,2476
4,sudoku,2026-04-03 11:18:30,1235227,1403628,63096,123399,33421,23449,16041,13879
4,sudoku,2026-04-03 11:18:31,628211,253392,25163,27466,52492,27215,22592,11521
4,sudoku,2026-04-03 11:18:32,446451,29428,2554,4631,3848,2789,939,657
4,sudoku,2026-04-03 11:18:33,1159154,181295,34713,35251,9112,7675,6156,8132
4,sudoku,2026-04-03 11:18:34,163917,18143,2263,3399,2308,3279,1316,419
4,sudoku,2026-04-03 11:18:35,1895486,197776,13798,35768,13043,12086,8964,2810
4,sudoku,2026-04-03 11:18:36,349452,104230,19633,18747,9578,5804,5607,6254
4,sudoku,2026-04-03 11:18:37,971990,1203918,53794,11209,62301,25993,57681,13971
4,sudoku,2026-04-03 11:18:38,515409,71928,14220,4961,7704,7288,6631,1483
4,sudoku,2026-04-03 11:18:39,207271,131553,9395,8143,22920,14557,3914,2490
4,sudoku,2026-04-03 11:18:40,887121,56417,6277,25019,4234,11137,8336,4278
4,sudoku,2026-04-03 11:18:41,761666,382153,84740,12437,51204,63857,36124,25817
4,sudoku,2026-04-03 11:18:42,426555,102372,6435,39136,17131,6553,6216,1521
4,sudoku,2026-04-03 11:18:43,1964415,248206,71963,83078,23878,21266,20242,17437
4,sudoku,2026-04-03 11:18:44,450634,214926,30180,19338,24689,7085,7326,4382
4,sudoku,2026-04-03 11:18:45,821948,107837,23955,13956,15847,6639,2225,3181
4,sudoku,2026-04-03 11:18:46,1704468,533131,18711,48312,47315,18457,28632,8387
4,sudoku,2026-04-03 11:18:47,787974,77466,11080,10892,8117,9101,4855,5105
4,sudoku,2026-04-03 11:18:48,1142125,645521,138421,50497,43997,23330,35998,29592
4,sudoku,2026-04-03 11:18:49,160031,16416,13879,3097,4526,1748,1670,942
4,sudoku,2026-04-03 11:18:50,1130453,328154,35379,11389,42331,42372,38088,8562
4,sudoku,2026-04-03 11:18:51,330231,135414,19108,11390,4606,4979,4133,3722
4,sudoku,2026-04-03 11:18:52,592750,158516,14077,11503,22849,14425,3792,1678
4,sudoku,2026-04-03 11:18:53,525660,245976,107906,89179,28625,33540,32970,8952
4,sudoku,2026-04-03 11:18:54,1925446,290636,23363,18385,16345,31395,15810,8458
4,sudoku,2026-04-03 11:18:55,834803,53144,10137,6722,9092,6864,4422,3569
4,sudoku,2026-04-03 11:18:56,283724,60248,7804,5200,17318,6212,3234,3250
4,sudoku,2026-04-03 11:18:57,115056,81353,6487,43913,6520,10533,3453,2536
4,sudoku,2026-04-03 11:18:58,2910940,147779,170168,20201,38747,33583,19963,7982
4,sudoku,2026-04-03 11:18:59,319785,48792,7491,8805,7763,7442,4968,1906
4,sudoku,2026-04-03 11:19:00,973351,426770,16725,22557,25837,84948,9454,15254
4,sudoku,2026-04-03 11:19:01,56723,31884,13973,2436,11844,3148,1054,1868
4,sudoku,2026-04-03 11:19:02,688887,47985,14005,8610,3524,7169,6171,2046
4,sudoku,2026-04-03 11:19:03,928821,680397,59610,45833,69699,17577,20153,8828
4,sudoku,2026-04-03 11:19:04,314710,86413,11536,6007,11056,7148,4534,2310
4,sudoku,2026-04-03 11:19:05,360993,63046,14707,25095,15274,4632,3618,1437
4,sudoku,2026-04-03 11:19:06,627090,41026,39264,16314,14641,9879,5463,2123
4,sudoku,2026-04-03 11:19:07,674910,64352,25123,10180,11892,14079,4487,2798
4,sudoku,2026-04-03 11:19:08,1629744,386066,4705,85061,8779,28097,36007,5842
4,sudoku,2026-04-03 11:19:09,638989,133464,14252,5167,10183,6302,5146,1981
4,sudoku,2026-04-03 11:19:10,412434,180786,7063,6493,10364,6862,4871,2774
4,sudoku,2026-04-03 11:19:11,259686,327591,43057,29997,15072,27247,23686,8323
4,sudoku,2026-04-03 11:19:12,1782861,100436,16395,2464,4206,2765,4442,1328
4,sudoku,2026-04-03 11:19:13,1778577,1677216,85031,83034,35610,78333,22346,14684
4,sudoku,2026-04-03 11:19:14,744440,132535,17351,18316,14241,6666,2963,2419
4,sudoku,2026-04-03 11:19:15,1042220,448135,146956,191981,55222,42475,33226,10893
4,sudoku,2026-04-03 11:19:16,1045706,227532,51635,24557,15600,20082,9330,2807
4,sudoku,2026-04-03 11:19:17,1388153,333032,165188,45476,37212,25441,44890,16654
4,sudoku,2026-04-03 11:19:18,932131,240029,40663,28471,8986,9554,7914,4628
4,sudoku,2026-04-03 11:19:19,279632,18556,18379,10732,11377,13927,14435,2678
4,sudoku,2026-04-03 11:19:20,1697625,481968,88141,129209,58224,118356,26190,16805
4,sudoku,2026-04-03 11:19:21,734169,1628283,214086,100996,61553,43506,39484,12725
4,sudoku,2026-04-03 11:19:22,249013,36118,12524,8916,3913,2820,1577,876
4,sudoku,2026-04-03 11:19:23,665595,437124,7086,34530,21064,35325,13100,18154
4,sudoku,2026-04-03 11:19:24,791045,158995,18452,13855,13583,8430,8272,2843
4,sudoku,2026-04-03 11:19:25,651026,176744,167189,28199,42218,37600,67477,4903
4,sudoku,2026-04-03 11:19:26,1439602,105050,29829,32792,7464,5614,7735,2191
4,sudoku,2026-04-03 11:19:27,1014112,108176,14396,14463,9473,8095,6815,2416
4,sudoku,2026-04-03 11:19:28,136952,15843,14960,3955,4538,5112,5912,2086
4,sudoku,2026-04-03 11:19:29,175503,42452,4257,13154,6866,5874,2131,2966
4,sudoku,2026-04-03 11:19:30,2034717,293315,50277,19378,42496,17505,31143,12292
4,sudoku,2026-04-03 11:19:31,643631,95686,1176,23072,15097,7016,9063,2650
4,sudoku,2026-04-03 11:19:32,988559,72147,36676,12843,22239,6234,4915,3943
4,sudoku,2026-04-03 11:19:33,2276502,44262,16401,30924,10425,6374,4381,4815
4,sudoku,2026-04-03 11:19:34,1477558,719990,208363,94496,98339,46155,19671,16184
4,sudoku,2026-04-03 11:19:35,132518,94480,12339,10834,5421,1849,1175,1315
4,sudoku,2026-04-03 11:19:36,967302,45288,13306,2362,7483,6697,9616,4662
4,sudoku,2026-04-03 11:19:37,2522651,385199,142370,114238,67236,52488,30245,21091
4,sudoku,2026-04-03 11:19:38,743364,182436,10634,8221,28294,9915,10394,4896
4,sudoku,2026-04-03 11:19:39,603635,47562,9540,11434,13390,13756,2386,900
4,sudoku,2026-04-03 11:19:40,1763073,1538294,44698,51626,59473,52876,24165,37255
4,sudoku,2026-04-03 11:19:41,657843,43152,60736,10349,11052,6070,11362,2071
4,sudoku,2026-04-03 11:19:42,1078606,150426,5871,8428,21973,10754,6992,2521
4,sudoku,2026-04-03 11:19:43,1291686,349369,214058,196914,32041,34701,15739,15305
4,sudoku,2026-04-03 11:19:44,46463,27125,7676,7716,1379,1239,1326,893
4,sudoku,2026-04-03 11:19:45,653707,155861,38176,23546,9550,3788,12297,3631
4,sudoku,2026-04-03 11:19:46,659850,98358,73503,8599,15322,5789,11897,2081
4,sudoku,2026-04-03 11:19:47,157763,46938,31880,6077,4903,6331,5564,3142
4,sudoku,2026-04-03 11:19:48,2141810,369233,53967,90972,121711,40615,7311,9268
4,sudoku,2026-04-03 11:19:49,1189893,553256,213688,51497,19155,49185,24125,6123
4,sudoku,2026-04-03 11:19:50,565360,29895,32497,32383,7126,11245,4003,5351
4,sudoku,2026-04-03 11:19:51,2488139,448255,196584,43800,28083,24270,25331,16369
4,sudoku,2026-04-03 11:19:52,495831,49347,119024,8888,12409,8047,4564,4254
4,sudoku,2026-04-03 11:19:53,269947,137679,5276,16641,8564,5474,2282,5028
4,sudoku,2026-04-03 11:19:54,918157,167995,5762,3033,5711,6287,4670,2911
4,sudoku,2026-04-03 11:19:55,1366005,189338,58968,54977,64505,22484,11179,9897
4,sudoku,2026-04-03 11:19:56,2564764,142893,244122,90665,139155,47504,66377,10749
4,sudoku,2026-04-03 11:19:57,1952800,254905,222992,82543,110532,45958,35231,11988
4,sudoku,2026-04-03 11:19:58,498159,405920,48953,24422,18437,32847,17688,11398
4,sudoku,2026-04-03 11:19:59,899130,328366,10194,39790,18597,29712,31804,22693
4,sudoku,2026-04-03 11:20:00,270392,159247,57169,14490,22702,7647,3300,3524
4,sudoku,2026-04-03 11:20:01,343706,53497,2834,3190,3312,2290,2123,1168
4,sudoku,2026-04-03 11:20:02,3972440,569925,35576,40714,104537,42095,24756,13168
4,sudoku,2026-04-03 11:20:03,983609,45326,30662,2030,35934,6121,7956,4762
4,sudoku,2026-04-03 11:20:04,1199824,95717,11124,15793,6112,7438,6346,8014
4,sudoku,2026-04-03 11:20:05,696788,188417,50216,7378,14340,15912,5628,1560
4,sudoku,2026-04-03 11:20:06,438653,209793,59035,6830,19116,7331,5831,3706
4,sudoku,2026-04-03 11:20:07,805101,116174,7626,14607,14501,7790,8148,4203
4,sudoku,2026-04-03 11:20:08,923132,321598,117235,77232,44237,61831,15980,11326
